"Project","ScanDate","DependencyName","DependencyPath","Description","License","Md5","Sha1","Identifiers","CPE","CVE","CWE","Vulnerability","Source","CVSSv2_Severity","CVSSv2_Score","CVSSv2","CVSSv3_BaseSeverity","CVSSv3_BaseScore","CVSSv3","CPE Confidence","Evidence Count"
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: spring-data-commons-1.13.8.RELEASE.jar,/src/cassandra-maven/cassandra-maven/target/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/spring-data-commons-1.13.8.RELEASE.jar,"","",41b6ce6edafc9db13a523c78b3c4e19a,2853e3c38e02d42529f6c8b247d7bace40c25642,pkg:maven/org.springframework.data/spring-data-commons@1.13.8.RELEASE,cpe:2.3:a:pivotal_software:spring_data_commons:1.13.8:release:*:*:*:*:*:*,CVE-2018-1274,CWE-770 Allocation of Resources Without Limits or Throttling,"Spring Data Commons, versions 1.13 to 1.13.10, 2.0 to 2.0.5, and older unsupported versions, contain a property path parser vulnerability caused by unlimited resource allocation. An unauthenticated remote malicious user (or attacker) can issue requests against Spring Data REST endpoints or endpoints using property path parsing which can cause a denial of service (CPU and memory consumption).",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,HIGH,7.5,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGH,29
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: spring-security-core-4.2.3.RELEASE.jar,/src/cassandra-maven/cassandra-maven/target/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/spring-security-core-4.2.3.RELEASE.jar,spring-security-core,"The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",2a5ded9ebea16b8bd394ac5be95abd2e,5c0e47a47036c94d6fdd02696bf52be6d1adbd4d,pkg:maven/org.springframework.security/spring-security-core@4.2.3.RELEASE,"cpe:2.3:a:pivotal_software:spring_security:4.2.3:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_security:4.2.3:release:*:*:*:*:*:*",BREACH attack possible in CSRF tokens,"",> The CSRF tokens generated by Spring are vulnerable to a BREACH attack. >  > ... >  > This only occurs when you turn on CSRF protection in Spring and also have HTTP compression enabled somewhere in your web server stack. >  > -- [github.com](https://github.com/spring-projects/spring-security/issues/4001),OSSINDEX,"","","","","","",HIGH,38
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: spring-security-core-4.2.3.RELEASE.jar,/src/cassandra-maven/cassandra-maven/target/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/spring-security-core-4.2.3.RELEASE.jar,spring-security-core,"The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",2a5ded9ebea16b8bd394ac5be95abd2e,5c0e47a47036c94d6fdd02696bf52be6d1adbd4d,pkg:maven/org.springframework.security/spring-security-core@4.2.3.RELEASE,"cpe:2.3:a:pivotal_software:spring_security:4.2.3:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_security:4.2.3:release:*:*:*:*:*:*",CVE-2018-1199,CWE-20 Improper Input Validation,"Spring Security (Spring Security 4.1.x before 4.1.5, 4.2.x before 4.2.4, and 5.0.x before 5.0.1; and Spring Framework 4.3.x before 4.3.14 and 5.0.x before 5.0.3) does not consider URL path parameters when processing security constraints. By adding a URL path parameter with special encodings, an attacker may be able to bypass a security constraint. The root cause of this issue is a lack of clarity regarding the handling of path parameters in the Servlet Specification. Some Servlet containers include path parameters in the value returned for getPathInfo() and some do not. Spring Security uses the value returned by getPathInfo() as part of the process of mapping requests to security constraints. In this particular attack, different character encodings used in path parameters allows secured Spring MVC static resource URLs to be bypassed.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:P/I:N/A:N,MEDIUM,5.3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,HIGH,38
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: spring-security-core-4.2.3.RELEASE.jar,/src/cassandra-maven/cassandra-maven/target/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/spring-security-core-4.2.3.RELEASE.jar,spring-security-core,"The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",2a5ded9ebea16b8bd394ac5be95abd2e,5c0e47a47036c94d6fdd02696bf52be6d1adbd4d,pkg:maven/org.springframework.security/spring-security-core@4.2.3.RELEASE,"cpe:2.3:a:pivotal_software:spring_security:4.2.3:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_security:4.2.3:release:*:*:*:*:*:*",CVE-2019-11272,CWE-522 Insufficiently Protected Credentials,"Spring Security, versions 4.2.x up to 4.2.12, and older unsupported versions support plain text passwords using PlaintextPasswordEncoder. If an application using an affected version of Spring Security is leveraging PlaintextPasswordEncoder and a user has a null encoded password, a malicious user (or attacker) can authenticate using a password of ""null"".",NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,HIGH,7.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,HIGH,38
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: spring-security-core-4.2.3.RELEASE.jar,/src/cassandra-maven/cassandra-maven/target/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/spring-security-core-4.2.3.RELEASE.jar,spring-security-core,"The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",2a5ded9ebea16b8bd394ac5be95abd2e,5c0e47a47036c94d6fdd02696bf52be6d1adbd4d,pkg:maven/org.springframework.security/spring-security-core@4.2.3.RELEASE,"cpe:2.3:a:pivotal_software:spring_security:4.2.3:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_security:4.2.3:release:*:*:*:*:*:*",CVE-2019-3795,CWE-332 Insufficient Entropy in PRNG,"Spring Security versions 4.2.x prior to 4.2.12, 5.0.x prior to 5.0.12, and 5.1.x prior to 5.1.5 contain an insecure randomness vulnerability when using SecureRandomFactoryBean#setSeed to configure a SecureRandom instance. In order to be impacted, an honest application must provide a seed and make the resulting random material available to an attacker for inspection.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:P/I:N/A:N,MEDIUM,5.3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,HIGH,38
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: spring-security-core-4.2.3.RELEASE.jar,/src/cassandra-maven/cassandra-maven/target/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/spring-security-core-4.2.3.RELEASE.jar,spring-security-core,"The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",2a5ded9ebea16b8bd394ac5be95abd2e,5c0e47a47036c94d6fdd02696bf52be6d1adbd4d,pkg:maven/org.springframework.security/spring-security-core@4.2.3.RELEASE,"cpe:2.3:a:pivotal_software:spring_security:4.2.3:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_security:4.2.3:release:*:*:*:*:*:*",CVE-2020-5408,CWE-330 Use of Insufficiently Random Values,"Spring Security versions 5.3.x prior to 5.3.2, 5.2.x prior to 5.2.4, 5.1.x prior to 5.1.10, 5.0.x prior to 5.0.16 and 4.2.x prior to 4.2.16 use a fixed null initialization vector with CBC Mode in the implementation of the queryable text encryptor. A malicious user with access to the data that has been encrypted using such an encryptor may be able to derive the unencrypted values using a dictionary attack.",NVD,MEDIUM,4.0,/AV:N/AC:L/Au:S/C:P/I:N/A:N,MEDIUM,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,HIGH,38
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: spring-security-core-4.2.3.RELEASE.jar,/src/cassandra-maven/cassandra-maven/target/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/spring-security-core-4.2.3.RELEASE.jar,spring-security-core,"The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",2a5ded9ebea16b8bd394ac5be95abd2e,5c0e47a47036c94d6fdd02696bf52be6d1adbd4d,pkg:maven/org.springframework.security/spring-security-core@4.2.3.RELEASE,"cpe:2.3:a:pivotal_software:spring_security:4.2.3:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_security:4.2.3:release:*:*:*:*:*:*",CVE-2021-22112,NVD-CWE-noinfo,"Spring Security 5.4.x prior to 5.4.4, 5.3.x prior to 5.3.8.RELEASE, 5.2.x prior to 5.2.9.RELEASE, and older unsupported versions can fail to save the SecurityContext if it is changed more than once in a single request.A malicious user cannot cause the bug to happen (it must be programmed in). However, if the application's intent is to only allow the user to run with elevated privileges in a small portion of the application, the bug can be leveraged to extend those privileges to the rest of the application.",NVD,HIGH,9.0,/AV:N/AC:L/Au:S/C:C/I:C/A:C,HIGH,8.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,HIGH,38
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: spring-security-web-4.2.3.RELEASE.jar,/src/cassandra-maven/cassandra-maven/target/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/spring-security-web-4.2.3.RELEASE.jar,spring-security-web,"The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",bcdbe27297a76f3bc648a74921af9e00,7a03e737484ca232d7146852f06d067ac21427ac,pkg:maven/org.springframework.security/spring-security-web@4.2.3.RELEASE,"cpe:2.3:a:pivotal_software:spring_security:4.2.3:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_security:4.2.3:release:*:*:*:*:*:*",CVE-2018-1199,CWE-20 Improper Input Validation,"Spring Security (Spring Security 4.1.x before 4.1.5, 4.2.x before 4.2.4, and 5.0.x before 5.0.1; and Spring Framework 4.3.x before 4.3.14 and 5.0.x before 5.0.3) does not consider URL path parameters when processing security constraints. By adding a URL path parameter with special encodings, an attacker may be able to bypass a security constraint. The root cause of this issue is a lack of clarity regarding the handling of path parameters in the Servlet Specification. Some Servlet containers include path parameters in the value returned for getPathInfo() and some do not. Spring Security uses the value returned by getPathInfo() as part of the process of mapping requests to security constraints. In this particular attack, different character encodings used in path parameters allows secured Spring MVC static resource URLs to be bypassed.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:P/I:N/A:N,MEDIUM,5.3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,HIGH,40
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: spring-security-web-4.2.3.RELEASE.jar,/src/cassandra-maven/cassandra-maven/target/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/spring-security-web-4.2.3.RELEASE.jar,spring-security-web,"The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",bcdbe27297a76f3bc648a74921af9e00,7a03e737484ca232d7146852f06d067ac21427ac,pkg:maven/org.springframework.security/spring-security-web@4.2.3.RELEASE,"cpe:2.3:a:pivotal_software:spring_security:4.2.3:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_security:4.2.3:release:*:*:*:*:*:*",CVE-2019-11272,CWE-522 Insufficiently Protected Credentials,"Spring Security, versions 4.2.x up to 4.2.12, and older unsupported versions support plain text passwords using PlaintextPasswordEncoder. If an application using an affected version of Spring Security is leveraging PlaintextPasswordEncoder and a user has a null encoded password, a malicious user (or attacker) can authenticate using a password of ""null"".",NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,HIGH,7.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,HIGH,40
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: spring-security-web-4.2.3.RELEASE.jar,/src/cassandra-maven/cassandra-maven/target/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/spring-security-web-4.2.3.RELEASE.jar,spring-security-web,"The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",bcdbe27297a76f3bc648a74921af9e00,7a03e737484ca232d7146852f06d067ac21427ac,pkg:maven/org.springframework.security/spring-security-web@4.2.3.RELEASE,"cpe:2.3:a:pivotal_software:spring_security:4.2.3:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_security:4.2.3:release:*:*:*:*:*:*",CVE-2019-3795,CWE-332 Insufficient Entropy in PRNG,"Spring Security versions 4.2.x prior to 4.2.12, 5.0.x prior to 5.0.12, and 5.1.x prior to 5.1.5 contain an insecure randomness vulnerability when using SecureRandomFactoryBean#setSeed to configure a SecureRandom instance. In order to be impacted, an honest application must provide a seed and make the resulting random material available to an attacker for inspection.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:P/I:N/A:N,MEDIUM,5.3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,HIGH,40
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: spring-security-web-4.2.3.RELEASE.jar,/src/cassandra-maven/cassandra-maven/target/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/spring-security-web-4.2.3.RELEASE.jar,spring-security-web,"The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",bcdbe27297a76f3bc648a74921af9e00,7a03e737484ca232d7146852f06d067ac21427ac,pkg:maven/org.springframework.security/spring-security-web@4.2.3.RELEASE,"cpe:2.3:a:pivotal_software:spring_security:4.2.3:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_security:4.2.3:release:*:*:*:*:*:*",CVE-2020-5408,CWE-330 Use of Insufficiently Random Values,"Spring Security versions 5.3.x prior to 5.3.2, 5.2.x prior to 5.2.4, 5.1.x prior to 5.1.10, 5.0.x prior to 5.0.16 and 4.2.x prior to 4.2.16 use a fixed null initialization vector with CBC Mode in the implementation of the queryable text encryptor. A malicious user with access to the data that has been encrypted using such an encryptor may be able to derive the unencrypted values using a dictionary attack.",NVD,MEDIUM,4.0,/AV:N/AC:L/Au:S/C:P/I:N/A:N,MEDIUM,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,HIGH,40
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: spring-security-web-4.2.3.RELEASE.jar,/src/cassandra-maven/cassandra-maven/target/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/spring-security-web-4.2.3.RELEASE.jar,spring-security-web,"The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",bcdbe27297a76f3bc648a74921af9e00,7a03e737484ca232d7146852f06d067ac21427ac,pkg:maven/org.springframework.security/spring-security-web@4.2.3.RELEASE,"cpe:2.3:a:pivotal_software:spring_security:4.2.3:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_security:4.2.3:release:*:*:*:*:*:*",CVE-2021-22112,NVD-CWE-noinfo,"Spring Security 5.4.x prior to 5.4.4, 5.3.x prior to 5.3.8.RELEASE, 5.2.x prior to 5.2.9.RELEASE, and older unsupported versions can fail to save the SecurityContext if it is changed more than once in a single request.A malicious user cannot cause the bug to happen (it must be programmed in). However, if the application's intent is to only allow the user to run with elevated privileges in a small portion of the application, the bug can be leveraged to extend those privileges to the rest of the application.",NVD,HIGH,9.0,/AV:N/AC:L/Au:S/C:C/I:C/A:C,HIGH,8.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,HIGH,40
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: tomcat-embed-core-8.5.23.jar,/src/cassandra-maven/cassandra-maven/target/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/tomcat-embed-core-8.5.23.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",ae9430c1a4fc4d0d8eee4f33f2f4da00,79261793a47f507890ee08f749b9d81774e4f7f0,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@8.5.23,"cpe:2.3:a:apache:tomcat:8.5.23:*:*:*:*:*:*:*, cpe:2.3:a:apache_software_foundation:tomcat:8.5.23:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:8.5.23:*:*:*:*:*:*:*",CVE-2017-15706,CWE-358 Improperly Implemented Security Check for Standard,"As part of the fix for bug 61201, the documentation for Apache Tomcat 9.0.0.M22 to 9.0.1, 8.5.16 to 8.5.23, 8.0.45 to 8.0.47 and 7.0.79 to 7.0.82 included an updated description of the search algorithm used by the CGI Servlet to identify which script to execute. The update was not correct. As a result, some scripts may have failed to execute as expected and other scripts may have been executed unexpectedly. Note that the behaviour of the CGI servlet has remained unchanged in this regard. It is only the documentation of the behaviour that was wrong and has been corrected.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:P/A:N,MEDIUM,5.3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,HIGH,22
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: tomcat-embed-core-8.5.23.jar,/src/cassandra-maven/cassandra-maven/target/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/tomcat-embed-core-8.5.23.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",ae9430c1a4fc4d0d8eee4f33f2f4da00,79261793a47f507890ee08f749b9d81774e4f7f0,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@8.5.23,"cpe:2.3:a:apache:tomcat:8.5.23:*:*:*:*:*:*:*, cpe:2.3:a:apache_software_foundation:tomcat:8.5.23:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:8.5.23:*:*:*:*:*:*:*",CVE-2018-11784,CWE-601 URL Redirection to Untrusted Site ('Open Redirect'),"When the default servlet in Apache Tomcat versions 9.0.0.M1 to 9.0.11, 8.5.0 to 8.5.33 and 7.0.23 to 7.0.90 returned a redirect to a directory (e.g. redirecting to '/foo/' when the user requested '/foo') a specially crafted URL could be used to cause the redirect to be generated to any URI of the attackers choice.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:N/I:P/A:N,MEDIUM,4.3,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:N,HIGH,22
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: tomcat-embed-core-8.5.23.jar,/src/cassandra-maven/cassandra-maven/target/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/tomcat-embed-core-8.5.23.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",ae9430c1a4fc4d0d8eee4f33f2f4da00,79261793a47f507890ee08f749b9d81774e4f7f0,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@8.5.23,"cpe:2.3:a:apache:tomcat:8.5.23:*:*:*:*:*:*:*, cpe:2.3:a:apache_software_foundation:tomcat:8.5.23:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:8.5.23:*:*:*:*:*:*:*",CVE-2018-1304,NVD-CWE-noinfo,"The URL pattern of """" (the empty string) which exactly maps to the context root was not correctly handled in Apache Tomcat 9.0.0.M1 to 9.0.4, 8.5.0 to 8.5.27, 8.0.0.RC1 to 8.0.49 and 7.0.0 to 7.0.84 when used as part of a security constraint definition. This caused the constraint to be ignored. It was, therefore, possible for unauthorised users to gain access to web application resources that should have been protected. Only security constraints with a URL pattern of the empty string were affected.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:P/I:N/A:N,MEDIUM,5.9,CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,HIGH,22
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: tomcat-embed-core-8.5.23.jar,/src/cassandra-maven/cassandra-maven/target/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/tomcat-embed-core-8.5.23.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",ae9430c1a4fc4d0d8eee4f33f2f4da00,79261793a47f507890ee08f749b9d81774e4f7f0,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@8.5.23,"cpe:2.3:a:apache:tomcat:8.5.23:*:*:*:*:*:*:*, cpe:2.3:a:apache_software_foundation:tomcat:8.5.23:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:8.5.23:*:*:*:*:*:*:*",CVE-2018-1305,NVD-CWE-noinfo,"Security constraints defined by annotations of Servlets in Apache Tomcat 9.0.0.M1 to 9.0.4, 8.5.0 to 8.5.27, 8.0.0.RC1 to 8.0.49 and 7.0.0 to 7.0.84 were only applied once a Servlet had been loaded. Because security constraints defined in this way apply to the URL pattern and any URLs below that point, it was possible - depending on the order Servlets were loaded - for some security constraints not to be applied. This could have exposed resources to users who were not authorised to access them.",NVD,MEDIUM,4.0,/AV:N/AC:L/Au:S/C:P/I:N/A:N,MEDIUM,6.5,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,HIGH,22
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: tomcat-embed-core-8.5.23.jar,/src/cassandra-maven/cassandra-maven/target/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/tomcat-embed-core-8.5.23.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",ae9430c1a4fc4d0d8eee4f33f2f4da00,79261793a47f507890ee08f749b9d81774e4f7f0,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@8.5.23,"cpe:2.3:a:apache:tomcat:8.5.23:*:*:*:*:*:*:*, cpe:2.3:a:apache_software_foundation:tomcat:8.5.23:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:8.5.23:*:*:*:*:*:*:*",CVE-2018-1336,CWE-835 Loop with Unreachable Exit Condition ('Infinite Loop'),"An improper handing of overflow in the UTF-8 decoder with supplementary characters can lead to an infinite loop in the decoder causing a Denial of Service. Versions Affected: Apache Tomcat 9.0.0.M9 to 9.0.7, 8.5.0 to 8.5.30, 8.0.0.RC1 to 8.0.51, and 7.0.28 to 7.0.86.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGH,22
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: tomcat-embed-core-8.5.23.jar,/src/cassandra-maven/cassandra-maven/target/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/tomcat-embed-core-8.5.23.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",ae9430c1a4fc4d0d8eee4f33f2f4da00,79261793a47f507890ee08f749b9d81774e4f7f0,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@8.5.23,"cpe:2.3:a:apache:tomcat:8.5.23:*:*:*:*:*:*:*, cpe:2.3:a:apache_software_foundation:tomcat:8.5.23:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:8.5.23:*:*:*:*:*:*:*",CVE-2018-8014,CWE-1188,"The defaults settings for the CORS filter provided in Apache Tomcat 9.0.0.M1 to 9.0.8, 8.5.0 to 8.5.31, 8.0.0.RC1 to 8.0.52, 7.0.41 to 7.0.88 are insecure and enable 'supportsCredentials' for all origins. It is expected that users of the CORS filter will have configured it appropriately for their environment rather than using it in the default configuration. Therefore, it is expected that most users will not be impacted by this issue.",NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,22
WebGoat Dependency Check using OWASP,"Tue, 7 Sep 2021 17:22:16 GMT",spring-boot-cassandra-0.0.1-SNAPSHOT.jar: tomcat-embed-core-8.5.23.jar,/src/cassandra-maven/cassandra-maven/target/spring-boot-cassandra-0.0.1-SNAPSHOT.jar/BOOT-INF/lib/tomcat-embed-core-8.5.23.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",ae9430c1a4fc4d0d8eee4f33f2f4da00,79261793a47f507890ee08f749b9d81774e4f7f0,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@8.5.23,"cpe:2.3:a:apache:tomcat:8.5.23:*:*:*:*:*:*:*, cpe:2.3:a:apache_software_foundation:tomcat:8.5.23:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:8.5.23:*:*:*:*:*:*:*",CVE-2018-8034,CWE-295 Improper Certificate Validation,"The host name verification when using TLS with the WebSocket client was missing. It is now enabled by default. Versions Affected: Apache Tomcat 9.0.0.M1 to 9.0.9, 8.5.0 to 8.5.31, 8.0.0.RC1 to 8.0.52, and 7.0.35 to 7.0.88.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:P/I:N/A:N,HIGH,7.5,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,HIGH,22
